x_axis,channel_2
9.8375,(-0.0039515027793164+1.2685235511451607e-17j)
9.83625,(0.0623816030365054-6.217248937900877e-18j)
9.835,(0.0666290663018533-3.375077994860476e-17j)
9.83375,(0.017512743325891394-9.302148816776743e-18j)
9.8325,(-0.023013144235635424-5.756197029638251e-17j)
9.83125,(-0.02171515432704685-1.7763568394002505e-18j)
9.83,(-0.004786452983123809+2.774320149390145e-17j)
9.82875,(-0.007856605211487021-1.2929177950671064e-17j)
9.8275,(-0.023654219410797227-5.773159728050814e-17j)
9.82625,(-0.01955616018589324+2.874205742297944e-18j)
9.825,(0.006270570645353814-4.232068827898959e-17j)
9.82375,(0.015991450945677457+9.519102884122162e-17j)
9.8225,(-0.01265506084523689+5.3290705182007515e-18j)
9.82125,(-0.045338452744348584-1.2000542863165484e-18j)
9.82,(-0.029197842264970575+3.3438904081988335e-17j)
9.81875,(0.03367900740548311-2.4462320182645442e-17j)
9.8175,(0.07733259345924388-1.5308703618099697e-17j)
9.81625,(0.04898920432872231+4.861276449867446e-17j)
9.815,(-0.021702580409603853+3.51478393206818e-17j)
9.81375,(-0.05312843418785165+4.8640142600309327e-17j)
9.8125,(-0.009872561338925834+2.0665152237935307e-17j)
9.81125,(0.05238669611457516+3.5869276527781306e-17j)
9.81,(0.053254378232449426-5.394183501687521e-17j)
9.80875,(-0.014983319490982042-8.133511379161272e-19j)
9.8075,(-0.07810749378865711+1.2197449290969328e-17j)
9.80625,(-0.06852541942463591+5.654635435634602e-18j)
9.805,(-0.0021406811165338695+1.7763568394002505e-18j)
9.80375,(0.04665521999059092+3.234105517909065e-17j)
9.8025,(0.0340249845977761+4.198143431073831e-17j)
9.80125,(-0.010913511975801754-2.522286376609593e-18j)
9.8,(-0.03294904759088796-2.842170943040401e-17j)
9.79875,(-0.016922506194381497+5.301692416565895e-18j)
9.7975,(0.009127636399570349-3.450508295381646e-18j)
9.79625,(0.023187943438349706+3.375077994860476e-17j)
9.795,(0.03378179837133894-2.3092638912203258e-17j)
9.79375,(0.04897422629939058+1.7949514287125504e-17j)
9.7925,(0.045844341996345336-2.3431892880454537e-17j)
9.79125,(-0.0024716963526227715+8.704148513061228e-17j)
9.79,(-0.07327700331103265+1.922804936678633e-17j)
9.78875,(-0.09727119150748328-5.044060926529008e-18j)
9.7875,(-0.034393044868348537+8.881784197001253e-19j)
9.78625,(0.06499656652017083+1.1024773106287637e-17j)
9.785,(0.09995329208850094-1.3833703212596153e-18j)
9.78375,(0.02749813040377761-1.4994197893303346e-17j)
9.7825,(-0.08375542052932414+3.552713678800501e-17j)
9.78125,(-0.12224573593941919+4.683640765927421e-17j)
9.78,(-0.05006920090433595-2.1448239502691558e-17j)
9.77875,(0.06232074285242269-3.9289520950003075e-17j)
9.7775,(0.11603654871714637+3.283522342726978e-17j)
