Time,Sensor
0.0512499999999995,0.1537232313752357
0.0525000000000002,0.0134180880028243
0.0537499999999999,-0.1320580065995284
0.0549999999999997,-0.1985909124247751
0.0562500000000003,-0.1503287009453216
0.0575000000000001,0.0165206587407892
0.0587499999999998,0.1857831290008727
0.0599999999999996,0.2919599942556705
0.0612500000000002,0.2998887861415807
0.0625,0.1202844134216143
0.0637499999999997,-0.1775623774230132
0.0650000000000003,-0.3571667501429795
0.0662500000000001,-0.355098369651003
0.0674999999999998,-0.208932814884658
0.0687499999999996,0.0247941807086955
0.0700000000000002,0.2347348006443184
0.07125,0.3560797895069445
0.0724999999999997,0.3519430285229913
0.0737500000000004,0.0951191174358992
0.0750000000000001,-0.230306079968416
0.0762499999999999,-0.3540641794050147
0.0774999999999996,-0.3078703484175377
0.0787500000000003,-0.1189582634836768
0.08,0.1275237451435324
0.0812499999999998,0.3029913568795456
0.0824999999999995,0.4029630806584136
0.0837500000000002,0.3250540821272958
0.0849999999999999,-0.0786248438901334
0.0862499999999997,-0.3823320461286946
0.0875000000000003,-0.4602410446598125
0.0887500000000001,-0.3423433566171474
0.0899999999999998,-0.0513911674124418
0.0912499999999996,0.1640651338351186
0.0925000000000002,0.3212620512253387
0.09375,0.3595270903269054
0.0949999999999997,0.1357972671114387
0.0962500000000003,-0.1382631480754582
0.0975000000000001,-0.3113176492374987
0.0987499999999998,-0.2492662344782013
0.0999999999999996,-0.0875878260220319
0.1012500000000003,0.176130686704982
0.1025,0.3288461130292528
0.1037499999999998,0.3919317180345385
0.1050000000000004,-0.0431176454445355
0.1062500000000002,-0.3916397583425892
0.1074999999999999,-0.4964377032694026
0.1087499999999997,-0.3778505550627453
0.1100000000000003,-0.0279495218367072
0.1112500000000001,0.318848940651366
0.1124999999999998,0.7549324943764283
0.1137499999999996,0.9166109028325976
0.1150000000000002,0.0902928962879539
0.11625,-0.5805518432764502
0.1174999999999997,-0.7339567297647132
0.1187500000000004,-0.5857227945063916
0.1200000000000001,-0.1827333286529547
0.1212499999999999,0.2909258040096822
0.1224999999999996,0.5746386614924698
0.1237500000000002,0.8052630863478584
0.125,0.2926494544196627
0.1262499999999998,-0.3499274184210615
0.1275000000000004,-0.6164037718040443
0.1287500000000001,-0.5322896317969966
0.1299999999999999,-0.1596364131592162
0.1312499999999996,0.1526890411292474
0.1325000000000003,0.3381538252431474
0.13375,0.2781707909758266
